# Netdata Topology OUI Vendor Dataset
# Generated: 2026-02-26T08:31:44Z
# Sources:
# - ieee_oui https://standards-oui.ieee.org/oui/oui.csv
# - ieee_cid https://standards-oui.ieee.org/cid/cid.csv
# - ieee_oui36 https://standards-oui.ieee.org/oui36/oui36.csv
# - ieee_iab https://standards-oui.ieee.org/iab/iab.csv
# Format: <HEX_PREFIX>\t<VENDOR>
001BC5000	Converging Systems Inc.
D4F786	Fiberhome Telecommunication Technologies Co.,LTD
D4F7D5	Sony Interactive Entertainment Inc.
D4F829	Sagemcom Broadband SAS
D4F921	Qingdao Intelligent&Precise Electronics Co.,Ltd.
D4F98D	Espressif Inc.
D4F9A1	HUAWEI TECHNOLOGIES CO.,LTD
D4FB8E	Apple, Inc.
D4FC13	Fiberhome Telecommunication Technologies Co.,LTD
D4FE28	Silicon Laboratories
D4FF1A	Apple, Inc.
D4FF26	OHSUNG
D8004D	Apple, Inc.
D80093	Aurender Inc.
D801D0	HUAWEI TECHNOLOGIES CO.,LTD
D801EB	Infinity Electronics Ltd
D8028A	Shenzhen YOUHUA Technology Co., Ltd
D802C0	Extreme Networks Headquarters
D8031A	Ezurio, LLC
D8032A	COMMTACT LTD
D8052E	Skyviia Corporation
D806D1	Honeywell Fire System (Shanghai) Co,. Ltd.
D806F3	Arista Networks
D807B6	TP-LINK TECHNOLOGIES CO.,LTD.
D80831	Samsung Electronics Co.,Ltd
D808F5	Arcadia Networks Co. Ltd.
D8094E	Active Brains
D8097F	zte corporation
D809C3	Cercacor Labs
D809D6	ZEXELON CO., LTD.
D80A42	Shanghai Lixun Information Technology Co., Ltd.
D80A60	HUAWEI TECHNOLOGIES CO.,LTD
D80AE6	zte corporation
D80B9A	Samsung Electronics Co.,Ltd
D80BCB	Telink Semiconductor (Shanghai) Co., Ltd.
D80CCF	C.G.V. S.A.S.
D80D17	TP-LINK TECHNOLOGIES CO.,LTD.
D80DE3	FXI TECHNOLOGIES AS
D80E29	vivo Mobile Communication Co., Ltd.
D80F99	Hon Hai Precision Ind. Co.,Ltd.
D80FB5	SHENZHEN ULTRAEASY TECHNOLOGY CO LTD
D81068	Murata Manufacturing Co., Ltd.
D8109F	HUAWEI TECHNOLOGIES CO.,LTD
D810CB	Andrea Informatique
D81265	CHONGQING FUGUI ELECTRONICS CO.,LTD.
D8132A	Espressif Inc.
D81399	Hui Zhou Gaoshengda Technology Co.,LTD
D814D6	SURE SYSTEM Co Ltd
D814DF	TCL King Electrical Appliances (Huizhou) Co., Ltd
D8150D	TP-LINK TECHNOLOGIES CO.,LTD.
D8160A	Nippon Electro-Sensory Devices
D816C1	DEWAV (HK) ELECTRONICS LIMITED
D8182B	Conti Temic Microelectronic GmbH
D818D3	Juniper Networks
D81909	Wiwynn Technology Service Malaysia
D8197A	Nuheara Ltd
D819CE	Telesquare
D81BB5	HUAWEI TECHNOLOGIES CO.,LTD
D81BFE	TWINLINX CORPORATION
D81C14	Compacta International, Ltd.
D81C79	Apple, Inc.
D81D13	Texas Instruments
D81D72	Apple, Inc.
D81EDD	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
D81EDE	B&W Group Ltd
D81F12	Tuya Smart Inc.
D81F65	Private
D81FCC	Brocade Communications Systems LLC
D8209F	Cubro Acronet GesmbH
D820A2	HUAWEI TECHNOLOGIES CO.,LTD
D821DA	SERNET (SUZHOU) TECHNOLOGIES CORPORATION
D822F4	Avnet Silica
D823E0	SPEEDTECH CORP.
D82477	Universal Electric Corporation
D824BD	Cisco Systems, Inc
D824EC	Plenom A/S
D82522	Commscope
D825B0	Rockeetech Systems Co.,Ltd.
D825DF	CAME UK
D826B9	Guangdong Coagent Electronics S&amp;T Co.,Ltd.
D826FA	Jiangxi Zhentian Technology CO.,LTD
D8270C	MaxTronic International Co., Ltd.
D828C9	General Electric Consumer and Industrial
D82916	Ascent Communication Technology
D82918	HUAWEI TECHNOLOGIES CO.,LTD
D82986	Best Wish Technology LTD
D829F8	HUAWEI TECHNOLOGIES CO.,LTD
D82A15	Leitner SpA
D82A7E	Nokia Corporation
D82D40	Janz - Contagem e Gestão de Fluídos S.A.
D82D9B	Shenzhen G.Credit Communication Technology Co., Ltd
D82DE1	Tricascade Inc.
D82FE6	Zhejiang Tmall Technology Co., Ltd.
D83062	Apple, Inc.
D8312C	zte corporation
D83134	Roku, Inc
D83139	zte corporation
D831CF	Samsung Electronics Co.,Ltd
D83214	Tenda Technology Co.,Ltd.Dongguan branch
D8325A	Shenzhen YOUHUA Technology Co., Ltd
D832E3	Xiaomi Communications Co Ltd
D8332A	Ruijie Networks Co.,LTD
D8337F	Office FA.com Co.,Ltd.
D833B7	Sagemcom Broadband SAS
D8341C	GD Midea Air-Conditioning Equipment Co.,Ltd.
D834D1	Shenzhen Orange Digital Technology Co.,Ltd
D834EE	SHURE INCORPORATED
D8365F	Intelbras
D8373B	Shenzhen Jingxun Software Telecommunication Technology Co.,Ltd
D837BE	SHENZHEN GONGJIN ELECTRONICS CO.,LT
D8380D	SHENZHEN IP-COM Network Co.,Ltd
D838FC	Ruckus Wireless
D83A36	AltoBeam Inc.
D83ADD	Raspberry Pi Trading Ltd
D83AF5	Wideband Labs LLC
D83BBF	Intel Corporate
D83BDA	Espressif Inc.
D83C69	Shenzhen TINNO Mobile Technology Corp.
D83D3F	JOYNED GmbH
D83DCC	shenzhen UDD Technologies,co.,Ltd
D83EEB	AltoBeam Inc.
D83EEF	COOSEA GROUP (HK) COMPANY LIMITED
D84008	HUAWEI TECHNOLOGIES CO.,LTD
D842AC	Shanghai Feixun Communication Co.,Ltd.
D842E2	Canary Connect, Inc.
D842F7	Tozed Kangwei Tech Co.,Ltd
D843AE	Micro-Star INTL CO., LTD.
D843EA	SY Electronics Ltd
D843ED	Suzuken
D8445C	DEV Tecnologia Ind Com Man Eq LTDA
D84489	TP-Link Systems Inc
D8452B	Integrated Device Technology (Malaysia) Sdn. Bhd.
D84567	TECNO MOBILE LIMITED
D84606	Silicon Valley Global Marketing
D84710	Sichuan Changhong Electric Ltd.
D84732	TP-LINK TECHNOLOGIES CO.,LTD.
D8478F	Microchip Technology Inc.
D847BB	Huawei Device Co., Ltd.
D848EE	Hangzhou Xueji Technology Co., Ltd.
D8490B	HUAWEI TECHNOLOGIES CO.,LTD
D8492F	CANON INC.
D849BF	CELESTICA INC.
D84A2B	zte corporation
D84A83	vivo Mobile Communication Co., Ltd.
D84A87	OI ELECTRIC CO.,LTD
D84B2A	Cognitas Technologies, Inc.
D84C90	Apple, Inc.
D84DB9	Wu Qi Technologies,Inc.
D84F37	Proxis, spol. s r.o.
D84FB8	LG ELECTRONICS
D850A1	Hunan Danuo Technology Co.,LTD
D850E6	ASUSTek COMPUTER INC.
D852FA	Texas Instruments
D8539A	Juniper Networks
D853AD	Cisco Meraki
D853BC	Lenovo Information Products (Shenzhen)Co.,Ltd
D8543A	Texas Instruments
D85482	Oxit, LLC
D854A2	Extreme Networks Headquarters
D854F2	Huawei Device Co., Ltd.
D85575	Samsung Electronics Co.,Ltd
D855A3	zte corporation
D857EF	Samsung Electronics Co.,Ltd
D858C6	Katch Asset Tracking Pty Limited
D858D7	CZ.NIC, z.s.p.o.
D85982	HUAWEI TECHNOLOGIES CO.,LTD
D85A49	INGCHIPS Technology Co., Ltd
D85B22	Shenzhen Hohunet Technology Co., Ltd
D85B27	WNC Corporation
D85B2A	Samsung Electronics Co.,Ltd
D85D4C	TP-LINK TECHNOLOGIES CO.,LTD.
D85D84	CAx soft GmbH
D85DE2	Hon Hai Precision Ind. Co.,Ltd.
D85DEF	Busch-Jaeger Elektro GmbH
D85DFB	Private
D85ED3	GIGA-BYTE TECHNOLOGY CO.,LTD.
D85F77	Telink Semiconductor (Shanghai) Co., Ltd.
D860B0	bioMérieux Italia S.p.A.
D860B3	Guangdong Global Electronic Technology CO.，LTD
D86162	WNC Corporation
D86194	Objetivos y Sevicios de Valor Añadido
D862CA	Cisco Systems, Inc
D862DB	Eno Inc.
D8630D	Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.
D86375	Xiaomi Communications Co Ltd
D8638C	Shenzhen Dttek Technology Co., Ltd.
D86595	Toy's Myth Inc.
D866C6	Shenzhen Daystar Technology Co.,ltd
D866EE	BOXIN COMMUNICATION CO.,LTD.
D867D3	Huawei Device Co., Ltd.
D867D9	Cisco Systems, Inc
D86852	HUAWEI TECHNOLOGIES CO.,LTD
D868A0	Samsung Electronics Co.,Ltd
D868C3	Samsung Electronics Co.,Ltd
D86960	Steinsvik
D86B83	Nintendo Co.,Ltd
D86BF7	Nintendo Co., Ltd.
D86BFC	zte corporation
D86C02	Huaqin Telecom Technology Co.,Ltd
D86C5A	HUMAX Co., Ltd.
D86C63	Google, Inc.
D86CE9	Sagemcom Broadband SAS
D86D17	HUAWEI TECHNOLOGIES CO.,LTD
D86DD0	InnoCare Optoelectronics
D8714D	Texas Instruments
D87154	Samsung Electronics Co.,Ltd
D87157	Lenovo Mobile Communication Technology Ltd.
D87475	Apple, Inc.
D87495	zte corporation
D874DF	HUAWEI TECHNOLOGIES CO.,LTD
D874EF	Guangzhou Shiyuan Electronic Technology Company Limited
D87533	Nokia Corporation
D8760A	Escort, Inc.
D876AE	HUAWEI TECHNOLOGIES CO.,LTD
D87766	Nurivoice Co., Ltd
D8778B	Intelbras
D8787F	Ubee Interactive Co., Limited
D878C9	SERVERCOM (INDIA) PRIVATE LIMITED
D878E5	KUHN SA
D878F0	Silicon Laboratories
D87988	Hon Hai Precision Ind. Co.,Ltd.
D87A3B	Silicon Laboratories
D87CDD	SANIX INCORPORATED
D87D45	Nicent Technology Co., Ltd.
D87D7F	Sagemcom Broadband SAS
D87E6F	CASCINATION AG
D87E76	ITEL MOBILE LIMITED
D87EB1	x.o.ware, inc.
D88039	Microchip Technology Inc.
D8803C	Anhui Huami Information Technology Company Limited
D88083	CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
D880DC	Huawei Device Co., Ltd.
D881CE	AHN INC.
D88332	TaiXin Semiconductor Co., Ltd
D88466	Extreme Networks Headquarters
D885AC	Espressif Inc.
D8860B	IEEE Registration Authority
D887D5	Leadcore Technology CO.,LTD
D88863	HUAWEI TECHNOLOGIES CO.,LTD
D888CE	RF Technology Pty Ltd
D88A3B	UNIT-EM
D88ADC	Huawei Device Co., Ltd.
D88B4C	KingTing Tech.
D88C73	zte corporation
D88C79	Google, Inc.
D88D5C	Elentec
D88DC8	Atil Technology Co., LTD
D88ED4	eero inc.
D88F76	Apple, Inc.
D890E8	Samsung Electronics Co.,Ltd
D8911D	Jiangsu Yuwell POCTech Biotechnology Co.,Ltd
D8912A	Zyxel Communications Corporation
D89136	Dover Fueling Solutions
D89341	General Electric Global Research
D893D4	Xiaomi Communications Co Ltd
D89403	Hewlett Packard Enterprise
D89424	Mellanox Technologies, Inc.
D8952F	Texas Instruments
D89563	Taiwan Digital Streaming Co.
D89685	GoPro
D89695	Apple, Inc.
D896E0	Alibaba Cloud Computing Ltd.
D8973B	Artesyn Embedded Technologies
D89760	C2 Development, Inc.
D8977C	Grey Innovation
D89790	Commonwealth Scientific and Industrial Research Organisation
D897BA	PEGATRON CORPORATION
D89999	TECNO MOBILE LIMITED
D89A0D	zte corporation
D89A34	Beijing SHENQI Technology Co., Ltd.
D89AC1	Nokia
D89B3B	HUAWEI TECHNOLOGIES CO.,LTD
D89C67	Hon Hai Precision Ind. Co.,Ltd.
D89C8E	Comcast Cable Corporation
D89D67	Hewlett Packard
D89DB9	eMegatech International Corp.
D89E3F	Apple, Inc.
D89E61	Huawei Device Co., Ltd.
D89ED4	Fiberhome Telecommunication Technologies Co.,LTD
D89EF3	Dell Inc.
D8A011	WiZ
D8A01D	Espressif Inc.
D8A0E6	Chongqing Yipingfang Technology Co., Ltd.
D8A0E8	zte corporation
D8A105	Syslane, Co., Ltd.
D8A25E	Apple, Inc.
D8A315	vivo Mobile Communication Co., Ltd.
D8A35C	Samsung Electronics Co.,Ltd
D8A491	Huawei Device Co., Ltd.
D8A534	Spectronix Corporation
D8A6F0	Wu Qi Technologies,Inc.
D8A6FD	Ghost Autonomy Inc.
D8A756	Sagemcom Broadband SAS
D8A8C8	zte corporation
D8A98B	Texas Instruments
D8AA59	Tonly Technology Co. Ltd
D8AD49	Honor Device Co., Ltd.
D8ADDD	Sonavation, Inc.
D8AE90	Itibia Technologies
D8AED0	Shanghai Engineering Science & Technology Co.,LTD CGNPC
D8AF3B	Hangzhou Bigbright Integrated communications system Co.,Ltd
D8AF81	AO
D8AFF1	Panasonic Appliances Company
D8B020	Taicang T&W Electronics
D8B02E	Guangzhou Zonerich Business Machine Co., LTD.
D8B04C	Jinan USR IOT Technology Co., Ltd.
D8B053	Xiaomi Communications Co Ltd
D8B061	SHENZHEN WENXUN TECHNOLOGY CO.,LTD
D8B122	Juniper Networks
D8B12A	Panasonic Mobile Communications Co.,Ltd.
D8B190	Cisco Systems, Inc
D8B249	Huawei Device Co., Ltd.
D8B293	TOPSSD
D8B2AA	zte corporation
D8B32F	CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
D8B370	Ubiquiti Inc
D8B377	HTC Corporation
D8B673	Texas Instruments
D8B6B7	Comtrend Corporation
D8B6C1	NetworkAccountant, Inc.
D8B6D6	Blu Tether Limited
D8B8F6	Nantworks
D8B90E	Triple Domain Vision Co.,Ltd.
D8BB2C	Apple, Inc.
D8BBC1	Micro-Star INTL CO., LTD.
D8BC38	Espressif Inc.
D8BC59	Shenzhen DAPU Microelectronics Co., Ltd
D8BE1F	Apple, Inc.
D8BE65	Amazon Technologies Inc.
D8BF4C	Victory Concept Electronics Limited
D8BFC0	Espressif Inc.
D8C068	Netgenetech.co.,ltd.
D8C06A	Hunantv.com Interactive Entertainment Media Co.,Ltd.
D8C0A6	AzureWave Technology Inc.
D8C3FB	DETRACOM
D8C46A	Murata Manufacturing Co., Ltd.
D8C497	Quanta Computer Inc.
D8C4E9	Samsung Electronics Co.,Ltd
D8C561	CommFront Communications Pte Ltd
D8C678	MitraStar Technology Corp.
D8C691	Hichan Technology Corp.
D8C6F9	Tracklab Inc
D8C771	HUAWEI TECHNOLOGIES CO.,LTD
D8C7C8	Hewlett Packard Enterprise
D8C80C	Tuya Smart Inc.
D8C8E9	Phicomm (Shanghai) Co., Ltd.
D8C99D	EA DISPLAY LIMITED
D8CA06	Titan DataCenters France
D8CB8A	Micro-Star INTL CO., LTD.
D8CC98	Huawei Device Co., Ltd.
D8CD2C	WUXI NEIHUA NETWORK TECHNOLOGY CO., LTD
D8CE3A	Xiaomi Communications Co Ltd
D8CF61	Sagemcom Broadband SAS
D8CF89	Beijing DoSee Science and Technology Co., Ltd.
D8CF9C	Apple, Inc.
D8CFBF	Motorola Mobility LLC, a Lenovo Company
D8D090	Dell Inc.
D8D1CB	Apple, Inc.
D8D261	GD Midea Air-Conditioning Equipment Co.,Ltd.
D8D27C	JEMA ENERGY, SA
D8D385	Hewlett Packard
D8D43C	Sony Corporation
D8D45D	Orbic North America
D8D4E6	Hytec Inter Co., Ltd.
D8D5B9	Rainforest Automation, Inc.
D8D668	Tuya Smart Inc.
D8D67E	GSK CNC EQUIPMENT CO.,LTD
D8D6F3	Integrated Device Technology (Malaysia) Sdn. Bhd.
D8D723	IDS, Inc
D8D775	Sagemcom Broadband SAS
D8D7F3	New H3C Technologies Co., Ltd
D8D866	SHENZHEN TOZED TECHNOLOGIES CO.,LTD.
D8D8E5	Vantiva Connected Home - Technologies Telco
D8DA52	APATOR S.A.
D8DAF1	HUAWEI TECHNOLOGIES CO.,LTD
D8DC40	Apple, Inc.
D8DCE9	Kunshan Erlab ductless filtration system Co.,Ltd
D8DD5F	BALMUDA Inc.
D8DDFD	Texas Instruments
D8DE3A	Apple, Inc.
D8DECE	ISUNG CO.,LTD
D8DF0D	beroNet GmbH
D8DF7A	Quest Software, Inc.
D8E004	Vodia Networks Inc
D8E016	Extreme Networks Headquarters
D8E0B8	BULAT LLC
D8E0E1	Samsung Electronics Co.,Ltd
D8E23F	Qingdao Haier Technology Co.,Ltd
D8E2DF	Microsoft Corporation
D8E35E	LG Innotek
D8E374	Xiaomi Communications Co Ltd
D8E3AE	CIRTEC MEDICAL SYSTEMS
D8E56D	TCT mobile ltd
D8E593	Apple, Inc.
D8E72B	NETSCOUT SYSTEMS INC
D8E72F	Chipsea Technologies (Shenzhen) Corp.
D8E743	Wush, Inc
D8E844	zte corporation
D8E952	KEOPSYS
D8EB46	Google, Inc.
D8EB97	TRENDnet, Inc.
D8EC5E	Belkin International Inc.
D8ECE5	Zyxel Communications Corporation
D8ED1C	Magna Technology SL
D8EE42	Sichuan Tianyi Comheart Telecom Co.,LTD
D8EE78	Moog Protokraft
D8EF42	Huawei Device Co., Ltd.
D8EFCD	Nokia Solutions and Networks GmbH & Co. KG
D8F0F2	Zeebo Inc
D8F12E	TP-Link Systems Inc.
D8F15B	Espressif Inc.
D8F1D8	OI ELECTRIC CO.,LTD
D8F1F0	Pepxim International Limited
D8F2CA	Intel Corporate
D8F3BC	Liteon Technology Corporation
D8F3DB	Post CH AG
D8F507	Fiberhome Telecommunication Technologies Co.,LTD
D8F710	Libre Wireless Technologies Inc.
D8F760	EM Microelectronic
D8F883	Intel Corporate
D8F8AF	DAONTEC
D8FB11	AXACORE
D8FB5E	ASKEY COMPUTER CORP
D8FB68	Cloud Corner Ltd.
D8FBD6	Amazon Technologies Inc.
D8FC38	Giantec Semiconductor Inc
D8FC92	Tuya Smart Inc.
D8FC93	Intel Corporate
D8FE8F	IDFone Co., Ltd.
D8FEE3	D-Link International
D8FFC3	Shenzhen 3SNIC information technology company Limited
DA0D38	Farpointe Data, Inc.
DA19B3	LG Uplus
DA1C21	Sesam GmbH
DA1E56	OSNexus
DA28EC	HG Genuine
DA2BDD	AT&T, Inc.
DA4162	Xperi Corporation
DA7D2E	Delta Computers LLC.
DA9D49	Calix Inc.
DAA119	Google, Inc.
DAC451	Takaratomy
DAC87D	SE Development AB
DAE6D7	NVM Express, Inc.
DAFF6B	Team Precision Public Company Limited
DC0077	TP-LINK TECHNOLOGIES CO.,LTD.
DC00B0	FREEBOX SAS
DC0265	Meditech Kft
DC028E	zte corporation
DC0398	LG Innotek
DC045A	Nanjing Qinheng Microelectronics Co., Ltd.
DC052F	National Products Inc.
DC0539	Cisco Systems, Inc
DC0575	SIEMENS ENERGY AUTOMATION
DC05ED	Nabtesco  Corporation
DC0675	Espressif Inc.
DC0682	Accessia Technology Ltd.
DC07C1	HangZhou QiYang Technology Co.,Ltd.
DC07F8	Hangzhou Hikvision Digital Technology Co.,Ltd.
DC080F	Apple, Inc.
DC0856	Alcatel-Lucent Enterprise
DC08DA	ASKEY COMPUTER CORP
DC0914	Talk-A-Phone Co.
DC094C	HUAWEI TECHNOLOGIES CO.,LTD
DC0B09	Cisco Systems, Inc
DC0B1A	ADB Broadband Italia
DC0B34	LG Electronics (Mobile Communications)
DC0C2D	WEIFANG GOERTEK ELECTRONICS CO.,LTD
DC0C5C	Apple, Inc.
DC0D30	Shenzhen Feasycom Technology Co., Ltd.
DC0E96	Palo Alto Networks
DC0EA1	COMPAL INFORMATION (KUNSHAN) CO., LTD.
DC1057	Apple, Inc.
DC121D	HUAWEI TECHNOLOGIES CO.,LTD
DC152D	China Mobile Group Device Co.,Ltd.
DC155C	Anntec （Beijing） Technology Co.,Ltd.
DC15C8	AVM Audiovisuelles Marketing und Computersysteme GmbH
DC15DB	Ge Ruili Intelligent Technology ( Beijing ) Co., Ltd.
DC16A2	Medtronic Diabetes
DC16B2	HUAWEI TECHNOLOGIES CO.,LTD
DC175A	Hitachi High-Technologies Corporation
DC1792	Captivate Network
DC1A01	Ecoliv Technology ( Shenzhen ) Ltd.
DC1AC5	vivo Mobile Communication Co., Ltd.
DC1BA1	Intel Corporate
DC1D9F	U & B tech
DC1DD4	Microstep-MIS spol. s r.o.
DC1EA3	Accensus LLC
DC1ED5	Espressif Inc.
DC2008	ASD Electronics Ltd
DC2148	Intel Corporate
DC215C	Intel Corporate
DC21B9	Sentec Co.Ltd
DC21E2	HUAWEI TECHNOLOGIES CO.,LTD
DC226F	HangZhou Nano IC Technologies Co., Ltd
DC233B	Extreme Networks Headquarters
DC2727	Huawei Device Co., Ltd.
DC2834	HAKKO Corporation
DC2919	AltoBeam (Xiamen) Technology Ltd, Co.
DC293A	Shenzhen Nuoshi Technology Co., LTD.
DC2A14	Shanghai Longjing Technology Co.
DC2AA1	MedHab LLC
DC2B2A	Apple, Inc.
DC2B61	Apple, Inc.
DC2B66	InfoBLOCK S.A. de C.V.
DC2BCA	Zera GmbH
DC2C26	Iton Technology Limited
DC2C6E	Routerboard.com
DC2D04	vivo Mobile Communication Co., Ltd.
DC2D3C	Huawei Device Co., Ltd.
DC2DCB	Beijing Unis HengYue Technology Co., Ltd.
DC2DDE	Ledworks SRL
DC2E6A	HCT. Co., Ltd.
DC2E97	Quectel Wireless Solutions Co.,Ltd.
DC2F03	Step forward Group Co., Ltd.
DC2FFA	GE Lighting
DC309C	Heyrex Limited
DC3130	3onedata Technology Co. Ltd.
DC31D1	vivo Mobile Communication Co., Ltd.
DC3262	Nanjing Qinheng Microelectronics Co., Ltd.
DC330D	QING DAO HAIER TELECOM CO.,LTD.
DC333D	Huawei Device Co., Ltd.
DC3350	TechSAT GmbH
DC35F1	Positivo Tecnologia S.A.
DC360C	Hitron Technologies. Inc
DC3642	zte corporation
DC3643	IEEE Registration Authority
DC3714	Apple, Inc.
DC3752	GE
DC3757	Integrated Device Technology (Malaysia) Sdn. Bhd.
DC37D2	Hunan HKT Electronic Technology Co., Ltd
DC38E1	Juniper Networks
DC396F	AVM Audiovisuelles Marketing und Computersysteme GmbH
DC3979	Cisco Systems, Inc
DC3A5E	Roku, Inc.
DC3C2E	Manufacturing System Insights, Inc.
DC3C84	Ticom Geomatics, Inc.
DC3CF6	Atomic Rules LLC
DC3E51	Solberg & Andersen AS
DC3EF8	Nokia Corporation
DC415F	Apple, Inc.
DC41A9	Intel Corporate
DC41E5	Shenzhen Zhixin Data Service Co., Ltd.
DC42C8	Huawei Device Co., Ltd.
DC4427	IEEE Registration Authority
DC446D	Allwinner Technology Co., Ltd
DC44B1	Hilti Corporation
DC44B6	Samsung Electronics Co.,Ltd
DC4517	Commscope
DC4546	Intel Corporate
DC45B8	Apple, Inc.
DC4628	Intel Corporate
DC48B2	Baraja Pty. Ltd.
DC4965	DASAN Newtork Solutions
DC49C9	CASCO SIGNAL LTD
DC4A3E	Hewlett Packard
DC4A9E	IEEE Registration Authority
DC4BA1	WNC Corporation
DC4BDD	Shenzhen SuperElectron Technology Co.,Ltd.
DC4BFE	Shenzhen Belon Technology CO.,LTD
DC4D23	MRV Comunications
DC4EDE	SHINYEI TECHNOLOGY CO., LTD.
DC4EF4	Shenzhen MTN Electronics CO., Ltd
DC4F22	Espressif Inc.
DC503A	Nanjing Ticom Tech Co., Ltd.
DC5193	zte corporation
DC5285	Apple, Inc.
DC5360	Intel Corporate
DC537C	Compal Broadband Networks, Inc.
DC5392	Apple, Inc.
DC543D	ITEL MOBILE LIMITED
DC5475	Espressif Inc.
DC54AD	Hangzhou RunZhou Fiber Technologies Co.,Ltd
DC54D7	Amazon Technologies Inc.
DC5583	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
DC567B	CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
DC56E6	Shenzhen Bococom Technology Co.,LTD
DC56E7	Apple, Inc.
DC5726	Power-One
DC575C	PR Electronics A/S
DC58BC	Thomas-Krenn.AG
DC5D31	ITEL MOBILE LIMITED
DC5E36	Paterson Technology
DC60A1	Teledyne DALSA Professional Imaging
DC6180	HUAWEI TECHNOLOGIES CO.,LTD
DC621F	HUAWEI TECHNOLOGIES CO.,LTD
DC6279	TP-Link Systems Inc
DC6294	Guangzhou Lango Electronics Technology Co.,Ltd.
DC6373	OBARA KOREA
DC647C	C.R.S. iiMotion GmbH
DC64B8	Shenzhen JingHanDa Electronics Co.Ltd
DC6555	New H3C Intelligence Terminal Co., Ltd.
DC663A	Apacer Technology Inc.
DC6672	Samsung Electronics Co.,Ltd
DC6723	barox Kommunikation GmbH
DC680C	Hewlett Packard Enterprise
DC6880	zte corporation
DC68EB	Nintendo Co.,Ltd
DC69B5	eero inc.
DC69CC	LG Innotek
DC69E2	Samsung Electronics Co.,Ltd
DC6AE7	Xiaomi Communications Co Ltd
DC6AEA	Infinix mobility limited
DC6B12	worldcns inc.
DC6B1B	Huawei Device Co., Ltd.
DC6DBC	Apple, Inc.
DC6DCD	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
DC6F00	Livescribe, Inc.
DC6F08	Bay Storage Technology
DC7014	Private
DC7035	Shengzhen Gongjin Electronics
DC7137	zte corporation
DC7144	SAMSUNG ELECTRO MECHANICS CO., LTD.
DC7196	Intel Corporate
DC71D0	Apple, Inc.
DC71DD	AX Technologies
DC7223	Hui Zhou Gaoshengda Technology Co.,LTD
DC729B	HUAWEI TECHNOLOGIES CO.,LTD
DC7306	Vantiva Connected Home - Home Networks
DC7385	Huawei Device Co., Ltd.
DC74A8	Samsung Electronics Co.,Ltd
DC74CE	ITOCHU Techno-Solutions Corporation
DC76C3	IEEE Registration Authority
DC774C	Cisco Systems, Inc
DC7794	Huawei Device Co., Ltd.
DC7834	LOGICOM SA
DC7B94	Cisco Systems, Inc
DC7CF7	China Mobile Group Device Co.,Ltd.
DC7E1D	HUAWEI TECHNOLOGIES CO.,LTD
DC7EF5	HUAWEI TECHNOLOGIES CO.,LTD
DC7FA4	2Wire Inc
DC8084	Apple, Inc.
DC813D	SHANGHAI XIANGCHENG COMMUNICATION TECHNOLOGY CO., LTD
DC825B	JANUS, spol. s r.o.
DC82F6	iPort
DC83BF	Seiko Epson Corporation
DC8403	shenzhen trolink  Technology Co.,Ltd
DC84E9	Shenzhen Qihoo Intelligent Technology Co.,Ltd
DC85DE	AzureWave Technology Inc.
DC868D	HUAWEI TECHNOLOGIES CO.,LTD
DC86D8	Apple, Inc.
DC87CB	Beijing Perfectek Technologies Co., Ltd.
DC88A1	ITEL MOBILE LIMITED
DC8983	Samsung Electronics Co.,Ltd
DC8B28	Intel Corporate
DC8C1B	vivo Mobile Communication Co., Ltd.
DC8C37	Cisco Systems, Inc
DC8D8A	Nokia Solutions and Networks GmbH & Co. KG
DC8D91	Infinix mobility limited
DC8DB7	ATW TECHNOLOGY, INC.
DC8E8D	Netis Technology Co., Ltd.
DC8E95	Silicon Laboratories
DC9009	Intel Corporate
DC9020	RURU TEK PRIVATE LIMITED
DC9088	HUAWEI TECHNOLOGIES CO.,LTD
DC9166	Huawei Device Co., Ltd.
DC91BF	Amazon Technologies Inc.
DC9272	Sagemcom Broadband SAS
DC9396	Apple, Inc.
DC9566	Apple, Inc.
DC962C	NST Audio Ltd
DC973A	Verana Networks
DC9758	Sichuan AI-Link Technology Co., Ltd.
DC97BA	Intel Corporate
DC97E6	Sagemcom Broadband SAS
DC9840	Microsoft Corporation
DC9914	HUAWEI TECHNOLOGIES CO.,LTD
DC99FE	Armatura LLC
DC9A7D	HISENSE VISUAL TECHNOLOGY CO.,LTD
DC9A8E	Nanjing Cocomm electronics co., LTD
DC9B1E	Intercom, Inc.
DC9B95	Phyplus Technology (Shanghai) Co., Ltd
DC9B9C	Apple, Inc.
DC9BD6	TCT mobile ltd
DC9C52	Sapphire Technology Limited.
DC9C99	HUAWEI TECHNOLOGIES CO.,LTD
DC9C9F	Shenzhen YOUHUA Technology Co., Ltd
DC9E8F	Apple, Inc.
DC9EAB	Chongqing Yipingfang Technology Co., Ltd.
DC9FA4	Nokia Corporation
